Supermercado,Categoría,precio,descuento,brand,description,imagen
Vea,Perfumería,"$1.060,4",,COLGATE,Cepillo Dental Colgate Colors Collection 5 U ,https://veaargentina.vtexassets.com/arquivos/ids/596175-500-auto?v=1765296655&width=500&height=auto&aspect=true
Vea,Perfumería,"$656,52","$393,91",PLUSBELLE,Acondicionador Plusbelle Escencia Proteccion 700ml ,https://veaargentina.vtexassets.com/arquivos/ids/713433-500-auto?v=1765290600&width=500&height=auto&aspect=true
Vea,Perfumería,"$542,55",,TEATRICAL,Crema Facial Teatrical Aclaradora 100 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/770140-500-auto?v=1765298386&width=500&height=auto&aspect=true
Vea,Perfumería,"$778,43",,COLGATE,Pasta Colgate Total 12 Pro Whitening 70g ,https://veaargentina.vtexassets.com/arquivos/ids/699575-500-auto?v=1765301981&width=500&height=auto&aspect=true
Vea,Perfumería,"$201,18","$120,71",ESTILO SPA,Jabon Liquido Estilo Spa Antibacterial 320m ,https://veaargentina.vtexassets.com/arquivos/ids/672054-500-auto?v=1765300115&width=500&height=auto&aspect=true
Vea,Perfumería,"$551,78","$331,07",DOVE,Acondicionador  Dove  Hidratación Intensa  200 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/772259-500-auto?v=1765263391&width=500&height=auto&aspect=true
Vea,Perfumería,"$470,9",,COLGATE,Crema Dental Natural Extracts Carbón Y Menta 7 ,https://veaargentina.vtexassets.com/arquivos/ids/677578-500-auto?v=1765301863&width=500&height=auto&aspect=true
Vea,Perfumería,"$262,37","$157,42",DOVE,Jab½n Dove Granada Y Verbena 90 G ,https://veaargentina.vtexassets.com/arquivos/ids/702856-500-auto?v=1765280472&width=500&height=auto&aspect=true
Vea,Perfumería,"$688,82",,VEET,Crema Depilatoria Facial Veet ,https://veaargentina.vtexassets.com/arquivos/ids/673649-500-auto?v=1765297349&width=500&height=auto&aspect=true
Vea,Perfumería,"$379,6",,PANTENE,Shampoo Pantene Prov Essentials Fuerza 200ml ,https://veaargentina.vtexassets.com/arquivos/ids/699998-500-auto?v=1765297665&width=500&height=auto&aspect=true
Vea,Perfumería,"$379,9",,ORAL-B,Cepillo Dental Con Cerdas Indicadoras Oral-b Clean Indicator 1 Un ,https://veaargentina.vtexassets.com/arquivos/ids/720268-500-auto?v=1765218710&width=500&height=auto&aspect=true
Vea,Perfumería,"$751,2",,COLGATE,Crema Dental Colgate 360 Antibacterial 2pack ,https://veaargentina.vtexassets.com/arquivos/ids/642210-500-auto?v=1765302037&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.026,38",,ELVIVE,Elvive Crema Para Peinar Oleo Extraordinario Curls 250ml ,https://veaargentina.vtexassets.com/arquivos/ids/702045-500-auto?v=1765291930&width=500&height=auto&aspect=true
Vea,Perfumería,"$123,5",,ALGABO,Alcohol En Gel Algabo Ultra 70 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/578581-500-auto?v=1765304134&width=500&height=auto&aspect=true
Vea,Perfumería,"$594,4",,COLGATE,Cepillo Colgate Twister2x1compact Head ,https://veaargentina.vtexassets.com/arquivos/ids/596178-500-auto?v=1765298453&width=500&height=auto&aspect=true
Vea,Perfumería,"$713,98",,919,Coloraci¢n 919 Permanente Nø5 Casta¤o Claro ,https://veaargentina.vtexassets.com/arquivos/ids/616770-500-auto?v=1765296040&width=500&height=auto&aspect=true
Vea,Perfumería,"$357,85","$214,71",ALWAYS,Protec. Diarios Always Respirable X12 ,https://veaargentina.vtexassets.com/arquivos/ids/672688-500-auto?v=1765290683&width=500&height=auto&aspect=true
Vea,Perfumería,$161,"$96,6",NOSOTRAS,Tampon Nosotras Algodon Mini 8u ,https://veaargentina.vtexassets.com/arquivos/ids/670984-500-auto?v=1764701495&width=500&height=auto&aspect=true
Vea,Perfumería,"$350,99",,PONDS,Crema Facial Ponds Nutritiva Humectante 50 G ,https://veaargentina.vtexassets.com/arquivos/ids/661745-500-auto?v=1765278584&width=500&height=auto&aspect=true
Vea,Perfumería,"$396,27","$237,76",VILLENEUVE,Jabón Líquido Villeneuve Coconut 240ml ,https://veaargentina.vtexassets.com/arquivos/ids/710782-500-auto?v=1765299230&width=500&height=auto&aspect=true
Vea,Perfumería,"$585,79",,ISSUE,Coloración Issue Permanente Tono 01 ,https://veaargentina.vtexassets.com/arquivos/ids/616712-500-auto?v=1765300839&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$3.930,96",$2.555,HUGGIES,Pa¤ales Huggies Protec Plus Xxg 30 U ,https://veaargentina.vtexassets.com/arquivos/ids/773676-500-auto?v=1765294761&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$269,76",,NAN,Leche Infantil Lista Para Tomar Nan 3 X190ml 1unidad ,https://veaargentina.vtexassets.com/arquivos/ids/707698-500-auto?v=1765299614&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$200,03",,NIDINA,Leche Infantil Lista Para Tomar Nidina 1 X200ml ,https://veaargentina.vtexassets.com/arquivos/ids/707697-500-auto?v=1765255864&width=500&height=auto&aspect=true
Vea,Bebés y Niños,$475,,SIN MARCA,Cubo Mágico Avengers 5x5cm ,https://veaargentina.vtexassets.com/arquivos/ids/759263-500-auto?v=1765302940&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$2.824,2",,HUGGIES,Pañales Huggies Supreme Care Paquete30u ,https://veaargentina.vtexassets.com/arquivos/ids/771186-500-auto?v=1765302151&width=500&height=auto&aspect=true
Vea,Bebés y Niños,$1.530,,CAFFARO,Set De Uñas Y Aros Para Decorar Vulcanita ,https://veaargentina.vtexassets.com/arquivos/ids/754603-500-auto?v=1765080584&width=500&height=auto&aspect=true
Vea,Bebés y Niños,$2.200,,CAFFARO,Soldados X 48 Pcs C/ Avi¢n + Jeep-s/e-un.-1 ,https://veaargentina.vtexassets.com/arquivos/ids/768808-500-auto?v=1765294766&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$5.241,96",,HUGGIES,Pañales Huggies Flexi Confort Disney Xg X32 ,https://veaargentina.vtexassets.com/arquivos/ids/770788-500-auto?v=1765255501&width=500&height=auto&aspect=true
Vea,Limpieza,"$809,69",,SUSSEX,"Rollo De Cocina Sussex Premium, Maxirollo, 100 Paños Paq 3 Unid. ",https://veaargentina.vtexassets.com/arquivos/ids/749376-500-auto?v=1765304614&width=500&height=auto&aspect=true
Vea,Limpieza,"$533,11",,ALA,Jabon Ropa Ala Ropa Ecolavado Dp 800ml ,https://veaargentina.vtexassets.com/arquivos/ids/690410-500-auto?v=1765301236&width=500&height=auto&aspect=true
Vea,Limpieza,"$1.749,07","$1.311,8",ALA,Jabón Líquido Ala Para Diluir 500 Ml  Botella 3l Reutilizable ,https://veaargentina.vtexassets.com/arquivos/ids/690440-500-auto?v=1765303266&width=500&height=auto&aspect=true
Vea,Limpieza,"$470,74",,LYSOFORM,Desinfectante Ambiente Lysoform Aire De Montaña ,https://veaargentina.vtexassets.com/arquivos/ids/682922-500-auto?v=1765299919&width=500&height=auto&aspect=true
Vea,Limpieza,"$1.293,62",,ELEGANTE,Papel Higiénico New Elegante Premium 30 M 12 U. ,https://veaargentina.vtexassets.com/arquivos/ids/207938-500-auto?v=1765304131&width=500&height=auto&aspect=true
Vea,Limpieza,"$302,5",,FUYI,Repelente De Insectos Fuyi Aerosol 170ml ,https://veaargentina.vtexassets.com/arquivos/ids/711265-500-auto?v=1765304032&width=500&height=auto&aspect=true
Vea,Limpieza,"$202,18",,AYUDIN,Limpiador Antihongos Ayudín Removedor Activo (envase Económico) 450 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/683209-500-auto?v=1765303072&width=500&height=auto&aspect=true
Vea,Limpieza,"$1.045,95",,MR MUSCULO,Limpiador Líquido Multisuperficies Glade Campos De Lavanda Bidón 4l ,https://veaargentina.vtexassets.com/arquivos/ids/654454-500-auto?v=1765304271&width=500&height=auto&aspect=true
Vea,Limpieza,"$259,19",,LYSOFORM,Limpiador Líquido Desinfectante Concentrado Para Pisos Lysoform Original Repuesto 420ml ,https://veaargentina.vtexassets.com/arquivos/ids/654586-500-auto?v=1765304009&width=500&height=auto&aspect=true
Vea,Limpieza,"$615,12",,OFF,Repelente De Insectos Off Crema Extra Duraci¢n 100g ,https://veaargentina.vtexassets.com/arquivos/ids/711268-500-auto?v=1765283877&width=500&height=auto&aspect=true
Vea,Limpieza,"$241,09",,VIRULANA,Esponja Virulana De Bronce 223 ,https://veaargentina.vtexassets.com/arquivos/ids/178397-500-auto?v=1765303910&width=500&height=auto&aspect=true
Vea,Limpieza,"$578,27",,LYSOFORM,Limpiador Desinfectante Lysoform Floral P 1.8l ,https://veaargentina.vtexassets.com/arquivos/ids/666677-500-auto?v=1765302489&width=500&height=auto&aspect=true
Vea,Limpieza,"$189,28",,VIM,Lavandina En Gel Vim Original 300 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/694700-500-auto?v=1765301221&width=500&height=auto&aspect=true
Vea,Limpieza,"$253,07",$185,POETT,Limpiador Líquido Aromatizante Poett Flores De Primavera  900 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/762006-500-auto?v=1765304227&width=500&height=auto&aspect=true
Vea,Limpieza,"$733,2",,VEA MP,Bolsas De Residuos Rollo 60 X 100 vea ,https://veaargentina.vtexassets.com/arquivos/ids/550249-500-auto?v=1765302106&width=500&height=auto&aspect=true
Vea,Limpieza,$187,,HOME CARE MP,Esponja Acero Home Care ,https://veaargentina.vtexassets.com/arquivos/ids/685832-500-auto?v=1765290904&width=500&height=auto&aspect=true
Vea,Limpieza,"$973,37",,VIRULANA,Escobillon Virulana Interiores ,https://veaargentina.vtexassets.com/arquivos/ids/178865-500-auto?v=1765302101&width=500&height=auto&aspect=true
Vea,Limpieza,"$1.209,97",,VILEDA,Mop De Algod«n Maxi Vileda ,https://veaargentina.vtexassets.com/arquivos/ids/431362-500-auto?v=1765291567&width=500&height=auto&aspect=true
Vea,Limpieza,"$367,8",,PINOLUZ,Limpiador Líquido Pinoluz Aceite De Pino 1 ,https://veaargentina.vtexassets.com/arquivos/ids/565832-500-auto?v=1765304247&width=500&height=auto&aspect=true
Vea,Limpieza,"$292,9",,LYSOFORM,Limpiador Líquido Desinfectante De Superficies Lysoform Lavanda Botella 900ml ,https://veaargentina.vtexassets.com/arquivos/ids/666681-500-auto?v=1765304574&width=500&height=auto&aspect=true
Vea,Limpieza,"$742,73",,COBRA,Autobrillo Para Cuero Cobra Negro 60 Ml ,https://veaargentina.vtexassets.com/arquivos/ids/720225-500-auto?v=1765304137&width=500&height=auto&aspect=true
Vea,Limpieza,"$300,4",,VIM,Canasta S¢lida Para Inodoro Vim 3 En 1 Pino 35 G ,https://veaargentina.vtexassets.com/arquivos/ids/605626-500-auto?v=1765302086&width=500&height=auto&aspect=true
Vea,Limpieza,"$1.006,79",,GLADE,Aromatizante De Ambientes Automático Glade Floral Perfection Repuesto 175gr ,https://veaargentina.vtexassets.com/arquivos/ids/666698-500-auto?v=1765300399&width=500&height=auto&aspect=true
Vea,Limpieza,"$310,28",,HOME CARE MP,Jabón De Lavar  Blanco x2u Home Care ,https://veaargentina.vtexassets.com/arquivos/ids/755029-500-auto?v=1765301707&width=500&height=auto&aspect=true
Vea,Limpieza,"$1.037,25",,SIN MARCA,Difusor Con Varillas Aromass Coco Vainilla 125 ,https://veaargentina.vtexassets.com/arquivos/ids/760656-500-auto?v=1765302174&width=500&height=auto&aspect=true
Vea,Limpieza,"$118,68",,JUMBO MP,Bolsa Ecológica Diseños ,https://veaargentina.vtexassets.com/arquivos/ids/422050-500-auto?v=1765305557&width=500&height=auto&aspect=true
Vea,Limpieza,"$204,85",,ECOVITA,Limpiador Cocina Doy Pack 500 Ml. ,https://veaargentina.vtexassets.com/arquivos/ids/756309-500-auto?v=1765304639&width=500&height=auto&aspect=true
Vea,Limpieza,"$192,88",,VIRULANA,Fibra Esponja Virulana Salva Uñas ,https://veaargentina.vtexassets.com/arquivos/ids/185916-500-auto?v=1765304221&width=500&height=auto&aspect=true
Vea,Limpieza,"$239,03",,PATO,Bloque Adhesivo Pato Flores Lunares 3u ,https://veaargentina.vtexassets.com/arquivos/ids/756074-500-auto?v=1765304670&width=500&height=auto&aspect=true
Vea,Limpieza,"$178,56",,ZORRO,Limpiador Multiuso Zorro Vidrios Doy Pack 450ml ,https://veaargentina.vtexassets.com/arquivos/ids/761400-500-auto?v=1765301849&width=500&height=auto&aspect=true
Vea,Limpieza,"$584,7",,SIN MARCA,Antihumedad Purific Air Pino Repuesto 75gr ,https://veaargentina.vtexassets.com/arquivos/ids/763401-500-auto?v=1765300969&width=500&height=auto&aspect=true
Vea,Limpieza,$465,,TASK,Bolsas Residuos Task Reciclada 45x60 18u ,https://veaargentina.vtexassets.com/arquivos/ids/763843-500-auto?v=1765301632&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,$1.329,,VEA MP,Fiambre De Cerdo Tripack Mðnimo 800 Gr Mayorista ,https://veaargentina.vtexassets.com/arquivos/ids/567504-500-auto?v=1765305929&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,"$605,87",,PALADINI,Salchichas Paladini Tipo Viena Sin Piel 450 Gr 12 U ,https://veaargentina.vtexassets.com/arquivos/ids/178433-500-auto?v=1765305990&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,"$545,82","$382,07",SAN IGNACIO,Queso Crema Entero San Ignacio Sin Sal 480 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/640843-500-auto?v=1765304327&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,$2.499,,LARIO,Salamín Lario Picado Grueso Tipo Tandilero X Kg. ,https://veaargentina.vtexassets.com/arquivos/ids/641684-500-auto?v=1765305960&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,"$335,45",,TREGAR,Queso Mascarpone Tregar X 200grs ,https://veaargentina.vtexassets.com/arquivos/ids/504008-500-auto?v=1765306102&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,"$421,03","$294,72",ADLER,Queso Untable Adler Cremoso Con Salame 190gr ,https://veaargentina.vtexassets.com/arquivos/ids/677425-500-auto?v=1765305946&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,"$266,3",,CASANCREM,Queso Crema Clásico Casancrem 200gr ,https://veaargentina.vtexassets.com/arquivos/ids/771798-500-auto?v=1765305925&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,"$178,54",,NUCETE,Aceitunas Nucete Verde Descarozadas 80 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/708568-500-auto?v=1765306095&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,"$445,64",,NUCETE,Aceitunas Nucete Verdes 200 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/708554-500-auto?v=1765305911&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,"$586,99",,NUCETE,Aceitunas Nucete Rellenas Con Morrón 200 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/708552-500-auto?v=1765297123&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,$665,,FRAGATA,Aceitunas Fragata Rellenas Con Ajo 85 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/184200-500-auto?v=1765306221&width=500&height=auto&aspect=true
Vea,Quesos y Fiambres,,,,,
Vea,Congelados,"$924,82",,PATY,Milanesas Patynesa 4 U - 400 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/187536-500-auto?v=1765304087&width=500&height=auto&aspect=true
Vea,Congelados,"$416,89",,MC CAIN,Papas Congeladas  Crinkle Mccain  X 400 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/646801-500-auto?v=1765306106&width=500&height=auto&aspect=true
Vea,Congelados,"$605,92",,UNION GANADERA,Hamburguesas Union Ganadera 220 Gr - 2 U ,https://veaargentina.vtexassets.com/arquivos/ids/581451-500-auto?v=1765306147&width=500&height=auto&aspect=true
Vea,Congelados,"$719,21",,GRANJA DEL SOL,Milanesa De Soja Rellena Espinaca Y Queso X380g ,https://veaargentina.vtexassets.com/arquivos/ids/669761-500-auto?v=1765306159&width=500&height=auto&aspect=true
Vea,Congelados,"$825,02",,GRANJA DEL SOL,Veggies Calabaza Y Garbanzos Granja Del Sol X4 U X 210 Gr ,https://veaargentina.vtexassets.com/arquivos/ids/592577-500-auto?v=1765306127&width=500&height=auto&aspect=true
Vea,Congelados,"$1.842,1",,FRIGOR,Helado Popsy Frutilla & Naranja X 810grs ,https://veaargentina.vtexassets.com/arquivos/ids/698171-500-auto?v=1765295171&width=500&height=auto&aspect=true
Vea,Congelados,"$1.234,27",,NATURAL WAY,Helado Pote Premium Sei Tu Super Chocolate  X400g ,https://veaargentina.vtexassets.com/arquivos/ids/762914-500-auto?v=1765301130&width=500&height=auto&aspect=true
Vea,Congelados,"$680,19",,GRANJA DEL SOL,Milanesa De Soja Granja Del Sol Con Espinaca 330g ,https://veaargentina.vtexassets.com/arquivos/ids/771615-500-auto?v=1765303053&width=500&height=auto&aspect=true
Vea,Panadería y Repostería,$299,,SIN MARCA,Pepitas De Batata Peso Aprox 250grs ,https://veaargentina.vtexassets.com/arquivos/ids/650521-500-auto?v=1765306073&width=500&height=auto&aspect=true
Vea,Panadería y Repostería,$2.499,,FRESH MP,Torta De Durazno 1 Kg ,https://veaargentina.vtexassets.com/arquivos/ids/477926-500-auto?v=1765305991&width=500&height=auto&aspect=true
Vea,Panadería y Repostería,$249,"$186,75",FRESH MP,Donut Pastelera ,https://veaargentina.vtexassets.com/arquivos/ids/755347-500-auto?v=1765220712&width=500&height=auto&aspect=true
Vea,Comidas Preparadas,$1.899,,FRESH MP,Pollo Rostisado Trozado Por Kg ,https://veaargentina.vtexassets.com/arquivos/ids/196120-500-auto?v=1765289756&width=500&height=auto&aspect=true
Vea,Comidas Preparadas,$2.199,,LA COCINA,Ensalada Cheff X Kg   Bja 1 Kg ,https://veaargentina.vtexassets.com/arquivos/ids/473028-500-auto?v=1765306033&width=500&height=auto&aspect=true
